,Agent Name,Agent Address,Agent City,FY 21  Net Sales,FY 20 Net Sales,FY 19 Net Sales,FY 18 Net Sales,FY 17 Net Sales
5633,WHISKEY HILL LIQUORS,2370 MAIN ST,W WARREN,"$346,981.25","$328,887.50","$346,981.25","$355,379.25","$357,969.00"
5634,BUCKY'S,528 BUCK ISLAND RD,W YARMOUTH,"$1,312,832.00","$1,872,198.50","$1,312,832.00","$1,027,393.25","$966,101.25"
5635,CAPTAIN PARKERS PUB,668 RT 28 MAIN ST,W YARMOUTH,"$519,035.00","$184,402.75","$519,035.00","$488,942.00","$466,921.25"
5636,CUMBERLAND #2268,626 MAIN ST,W YARMOUTH,"$810,545.25","$856,191.75","$810,545.25","$775,454.25","$787,659.50"
5637,GIARDINO'S REST,242 MAIN ST RT-28,W YARMOUTH,"$1,110,373.25","$1,300,563.75","$1,110,373.25","$991,333.50","$1,255,722.25"
5638,LUKES LIQUORS,511 MAIN ST,W YARMOUTH,"$238,216.75","$351,473.00","$238,216.75","$234,788.50","$208,374.50"
5639,RED FACE JACKS,585 ROUTE 28,W YARMOUTH,"$643,731.25","$345,496.00","$643,731.25","$494,173.25","$507,040.75"
5640,SAV-ON GAS,381 CAMP ST,W YARMOUTH,"$309,434.50","$155,349.50","$309,434.50","$345,860.50","$131,850.25"
5641,SPEEDWAY #2438,441 MAIN ST,W YARMOUTH,"$467,281.25","$689,147.50","$467,281.25","$396,027.50","$386,338.75"
5642,TOWNHOUSE NEWS,182-D OLD TOWNHOUSE,W YARMOUTH,"$2,170,437.50","$2,408,058.25","$2,170,437.50","$2,080,333.25","$1,953,739.00"
5643,WEST YARMOUTH MOBIL,601 MAIN STREET,W YARMOUTH,"$319,780.25","$456,487.25","$319,780.25","$401,659.75","$387,304.00"
5644,7-ELEVEN 16019-A,193 ALBION ST,WAKEFIELD,"$3,260,924.25","$2,825,341.50","$3,260,924.25","$2,913,777.25","$2,566,061.50"
5645,A L PRIME ENERGY,319 SALEM ST,WAKEFIELD,"$586,917.50","$682,344.75","$586,917.50","$493,958.50","$461,163.25"
5646,ANDY'S LIQUOR,354 MAIN STREET,WAKEFIELD,"$641,454.00","$666,825.75","$641,454.00","$582,323.75","$456,469.25"
5647,CAPORALES LIQUOR,29 BROADWAY STREET,WAKEFIELD,"$519,787.25","$436,304.25","$519,787.25","$540,641.25","$14,931.25"
5648,CAROUSEL VARIETY,436 WATER ST,WAKEFIELD,"$1,807,986.25","$1,747,090.25","$1,807,986.25","$1,936,127.25","$1,911,271.00"
5649,CIRCLE K #7500,448 SALEM ST,WAKEFIELD,"$1,685,966.75","$1,231,580.75","$1,685,966.75","$1,672,219.50","$1,720,807.25"
5650,CUMBERLAND #6734,200 LOWELL ST,WAKEFIELD,"$830,554.75","$762,901.50","$830,554.75","$710,692.25","$715,535.25"
5651,DOCKSIDE RESTAURANT,1099 MAIN ST,WAKEFIELD,"$2,176,559.00","$1,090,003.00","$2,176,559.00","$2,207,540.25","$1,906,838.75"
5652,GREENWOOD WINE AND SPIRITS,969 MAIN STREET,WAKEFIELD,"$121,981.75","$188,026.75","$121,981.75","$133,108.50","$104,919.75"
5653,MARK'S SMOKE SHOP,360 MAIN ST,WAKEFIELD,"$114,495.75","$104,417.50","$114,495.75","$120,045.50","$94,952.75"
5654,MCGILL'S DELI,1317 MAIN ST,WAKEFIELD,"$1,215,956.00","$1,602,985.00","$1,215,956.00","$1,078,337.75","$1,030,608.75"
5655,MOBIL MART,950 MAIN ST,WAKEFIELD,"$2,751,649.50","$2,454,406.75","$2,751,649.50","$2,489,887.25","$2,204,461.50"
5656,QUICK MART,377 LOWELL ST,WAKEFIELD,"$269,732.50","$2,838,264.00","$269,732.50","$2,560,215.00","$2,565,909.50"
5657,QUICK MART,377 LOWELL ST,WAKEFIELD,"$269,732.50","$2,838,264.00","$2,376,120.50","$2,560,215.00","$2,565,909.50"
5658,QUICK MART,377 LOWELL ST,WAKEFIELD,"$2,376,120.50","$2,838,264.00","$269,732.50","$2,560,215.00","$2,565,909.50"
5659,QUICK MART,377 LOWELL ST,WAKEFIELD,"$2,376,120.50","$2,838,264.00","$2,376,120.50","$2,560,215.00","$2,565,909.50"
5660,S & M LIQUORS,258 WATER ST,WAKEFIELD,"$358,604.75","$309,968.00","$358,604.75","$319,647.75","$294,449.25"
5661,SHAWS 3648,134 WATER ST,WAKEFIELD,"$597,573.75","$482,107.50","$597,573.75","$555,020.75","$569,207.25"
5662,SMITH DRUG,390 MAIN ST,WAKEFIELD,"$89,614.00","$47,783.50","$89,614.00","$114,469.25","$110,344.00"
5663,TOWNE NEWS,231 NORTH AVE,WAKEFIELD,"$2,159,618.00","$1,706,452.00","$2,159,618.00","$2,115,596.50","$1,926,122.75"
5664,WAKEFIELD SUNOCO,493 SALEM ST,WAKEFIELD,"$1,217,906.50","$1,667,181.25","$1,217,906.50","$1,050,987.50","$804,352.75"
5665,WAKEFIELD VARIETY,222 SALEM ST,WAKEFIELD,"$1,244,846.00","$1,148,913.75","$1,244,846.00","$1,321,022.25","$1,202,933.25"
5666,CHOICE FOODS,2 MAIN ST        1,WALES,"$630,033.50","$524,699.75","$630,033.50","$524,195.50","$511,623.25"
5667,WALES IRISH PUB,16 HOLLAND RD,WALES,"$687,495.00","$188,011.00","$687,495.00","$740,586.50","$423,326.00"
5668,7-ELEVEN 32433-B,909 MAIN ST,WALPOLE,"$2,282,718.00","$2,528,485.50","$2,282,718.00","$2,055,966.75","$1,821,609.25"
5669,ASIA TREASURES,399 HIGH PLAIN STREET,WALPOLE,"$322,453.25","$15,651.00","$322,453.25","$374,075.50","$324,502.00"
5670,BIG Y #65,999 PROVIDENCE HWY,WALPOLE,"$460,178.00","$351,245.50","$460,178.00","$422,284.00","$411,761.25"
5671,CONRADS RESTAURANT,907 MAIN ST,WALPOLE,"$565,267.50","$683,837.00","$565,267.50","$545,161.75","$476,757.00"
5672,C-SCOTT'S,1600 PROVIDENCE HWY,WALPOLE,"$264,086.75","$268,282.75","$264,086.75","$248,314.50","$237,035.25"
5673,CUMBERLAND #3441,1185 WASHINGTON ST,WALPOLE,"$692,568.75","$804,382.50","$692,568.75","$680,247.75","$652,895.00"
5674,CUMBERLAND #3455,1340 MAIN ST,WALPOLE,"$1,063,669.50","$1,076,205.75","$1,063,669.50","$979,513.75","$834,608.75"
5675,EASTERN PEARL,2275 BOSTON PROVIDENCE HYWY,WALPOLE,"$67,242.50","$167,785.00","$67,242.50","$7,461.00","$154,095.00"
5676,EXPRESS MART,395 HIGH PLAIN ST,WALPOLE,"$2,880,459.25","$2,776,166.25","$2,880,459.25","$2,197,025.50","$1,686,549.25"
5677,FINNEGANS WAKE,685 MAIN STREET,WALPOLE,"$182,348.00","$141,617.00","$182,348.00","$62,013.00","$470,366.50"
5678,GINJO/BLUE ORCHID,889 MAIN STREET,WALPOLE,"$284,364.00",$663.00,"$284,364.00","$199,844.00","$87,932.00"
5679,MAIN ST MOBIL,750 MAIN ST,WALPOLE,"$896,247.75","$1,079,335.00","$896,247.75","$775,483.00","$639,945.75"
5680,MIMI'S MART,1010 MAIN ST,WALPOLE,"$1,026,813.00","$1,091,998.25","$1,026,813.00","$1,041,594.25","$977,675.75"
5681,NAPPER TANDYS,1065 MAIN ST,WALPOLE,"$321,680.00","$92,844.50","$321,680.00","$396,617.00","$274,275.00"
5682,QUICK STOP,745 MAIN ST,WALPOLE,"$409,482.50","$522,819.25","$409,482.50","$358,245.00","$344,311.75"
5683,SAM'S PACKAGE STORE,262 MAIN ST,WALPOLE,"$470,401.25","$483,238.75","$470,401.25","$406,737.00","$385,138.00"
5684,STOP & SHOP #044,565 MAIN ST,WALPOLE,"$1,032,403.00","$835,363.50","$1,032,403.00","$1,060,154.00","$1,061,733.50"
5685,VFW POST #5188,33 ROBBINS ROAD,WALPOLE,"$121,097.25","$153,888.50","$121,097.25","$201,802.50","$170,687.25"
5686,WALPOLE DISCOUNT BEER,1339 MAIN ST,WALPOLE,"$445,309.25","$570,216.00","$445,309.25","$478,134.50","$436,916.00"
5687,WALPOLE FUEL,975 PROVIDENCE HWY,WALPOLE,"$989,759.50","$1,034,021.25","$989,759.50","$873,877.25","$1,033,211.25"
5688,WALPOLE MOBIL,980 PROVIDENCE HWY,WALPOLE,"$919,921.25","$959,936.25","$919,921.25","$833,614.25","$861,960.75"
5689,WINES & MORE,90 PROVIDENCE HWY,WALPOLE,"$90,670.75","$17,718.25","$90,670.75","$66,796.00","$42,501.00"
5690,7-ELEVEN 37427,131 LEXINGTON ST,WALTHAM,"$705,636.75","$800,493.00","$705,636.75","$260,390.50","$565,994.00"
5691,7-ELEVEN 37427,131 LEXINGTON ST,WALTHAM,"$705,636.75","$800,493.00","$705,636.75","$304,083.25","$565,994.00"
5692,7-ELEVEN 37504,591 MOODY ST,WALTHAM,"$2,660,565.50","$3,184,126.00","$2,660,565.50","$2,766,692.75","$1,612,300.25"
5693,A-1 MARKET,359 MOODY ST,WALTHAM,"$1,297,042.25","$1,191,546.25","$1,297,042.25","$1,218,732.75","$1,186,238.00"
5694,AZTECA MARKET,75 PINE STREET,WALTHAM,"$396,086.00","$514,016.00","$396,086.00","$404,281.75","$296,326.50"
5695,BJ'S WHOLESALE #205,66 SEYON ST,WALTHAM,"$334,987.50","$293,404.00","$334,987.50","$309,100.00","$296,263.50"
5696,CASA D'IALIA GROCERY,203 NEWTON ST,WALTHAM,"$60,626.00","$44,663.25","$60,626.00","$62,127.25","$71,333.25"
5697,COLBEA #82,962 MAIN ST,WALTHAM,"$104,539.00","$102,608.50","$104,539.00","$85,368.00","$59,503.00"
5698,CONVENIENCE PLUS,150 LEXINGTON ST,WALTHAM,"$2,295,257.00","$1,423,340.75","$2,295,257.00","$2,069,568.50","$1,788,603.25"
5699,CRONIN'S MARKET,12 CRESCENT ST,WALTHAM,"$948,621.00","$981,609.25","$948,621.00","$940,701.00","$903,981.50"
5700,D & L LIQUOR,856 LEXINGTON ST,WALTHAM,"$189,785.25","$145,180.50","$189,785.25","$159,126.50","$142,409.75"
5701,D & L LIQUORS,119-123 RIVER ST,WALTHAM,"$107,049.25","$91,310.00","$107,049.25","$93,146.25","$73,056.75"
5702,DESPENSA FAMILIAR,35-37 LEXINGTON ST,WALTHAM,"$50,851.00","$50,838.25","$50,851.00","$77,887.25","$90,335.25"
5703,DESPENSA FAMILIAR,34 ELM ST,WALTHAM,"$57,599.00","$82,332.25","$57,599.00","$57,084.75",$903.00
5704,EASY CONVENIENCE,26 ELM ST,WALTHAM,"$2,772,766.75","$3,033,568.50","$2,772,766.75","$2,456,156.25","$2,329,588.50"
5705,FRANCO'S PIZZERIA,714 -718 MOODY ST,WALTHAM,"$600,328.25","$324,844.25","$600,328.25","$619,611.75","$630,226.00"
5706,FRENCH AMER V/CLUB,193 ELM ST,WALTHAM,"$136,643.50","$9,087.50","$136,643.50","$187,706.00","$209,538.50"
5707,FULCINITIS MARKET,121 HAMMOND ST,WALTHAM,"$64,194.00","$92,530.00","$64,194.00","$71,483.25","$69,449.75"
5708,GEORGIO'S LIQUORS,475 WINTER ST,WALTHAM,"$152,973.50","$112,801.50","$152,973.50","$83,729.00","$75,788.00"
5709,GREEN RIVER WINE,178 HIGH ST,WALTHAM,"$278,048.25","$293,373.00","$278,048.25","$303,272.75","$306,341.00"
5710,HANNAFORD #8017,55 RUSSELL STREET,WALTHAM,"$445,284.75","$353,886.75","$445,284.75","$431,271.00","$559,081.75"
5711,HIGHLANDER,251 HIGH STREET,WALTHAM,"$1,166,346.50","$732,475.25","$1,166,346.50","$853,125.00","$590,015.75"
5712,J & J VARIETY,851 MAIN ST,WALTHAM,"$2,449,109.25","$2,967,678.25","$2,449,109.25","$2,015,381.25","$1,706,021.25"
5713,J & M DOLLAR DISCOUNT,300 MOODY ST,WALTHAM,"$122,319.50","$104,249.75","$122,319.50","$109,686.50","$87,476.00"
5714,KEV'S KWIK MARKET,909 MAIN ST,WALTHAM,"$2,740,683.75","$3,189,679.00","$2,740,683.75","$2,786,511.00","$2,588,872.00"
5715,KRISTINA VARIETY,40-42 WARREN ST,WALTHAM,"$2,897,215.25","$3,270,298.25","$2,897,215.25","$2,819,471.00","$2,854,531.50"
5716,LA CHAPINCITA MARKET,424 MOODY ST,WALTHAM,"$244,064.50","$223,429.75","$244,064.50","$173,223.50","$148,344.00"
5717,LAKEVIEW CONVENIENCE,225 LAKE ST,WALTHAM,"$1,547,906.25","$1,394,690.50","$1,547,906.25","$1,643,725.75","$1,563,258.75"
5718,LAKEVIEW VARIETY,174 LAKE ST,WALTHAM,"$201,650.25","$214,222.75","$201,650.25","$245,797.75","$317,900.50"
5719,MACY'S LIQUORS OF WALTHAM,1093 LEXINGTON STREET,WALTHAM,"$260,386.50","$259,463.25","$260,386.50","$216,765.75","$159,763.00"
5720,MAIN ST SHELL #72,65 MAIN ST,WALTHAM,"$366,352.50","$473,967.00","$366,352.50","$405,812.50","$354,048.00"
5721,MARKET BASKET #79,1265 MAIN STREET,WALTHAM,"$805,844.00","$610,448.75","$805,844.00","$773,238.75","$629,049.25"
5722,MIKE'S FUEL & FOODMART,1455 TRAPELO ROAD,WALTHAM,"$1,022,941.75","$937,925.75","$1,022,941.75","$1,024,120.25","$1,124,755.50"
5723,MOODY SPA,811 MOODY ST,WALTHAM,"$1,738,114.75","$1,787,229.25","$1,738,114.75","$2,008,842.25","$1,659,817.50"
5724,MOODY STREET MOBIL,845 MOODY ST,WALTHAM,"$187,443.25","$221,545.75","$187,443.25","$179,092.75","$156,726.75"
5725,MR GROCER VARIETY,133 PROSPECT ST,WALTHAM,"$762,241.75","$960,620.00","$762,241.75","$774,529.25","$648,197.75"
5726,NEW WORLD QUALITY GAS,487 MAIN ST,WALTHAM,"$773,243.25","$789,564.75","$773,243.25","$780,327.00","$821,042.00"
5727,PAISANO RESTAURANT,221 HIGH ST,WALTHAM,"$1,110,809.25","$770,924.50","$1,110,809.25","$1,101,912.25","$760,400.75"
5728,PRO TECH AUTO & TIRE,205 WILLOW ST,WALTHAM,"$1,454,382.75","$1,357,271.00","$1,454,382.75","$1,249,993.25","$1,004,607.25"
5729,QUICK STOP VARIETY,607 MAIN ST,WALTHAM,"$1,012,513.25","$795,435.00","$1,012,513.25","$989,697.75","$1,041,518.00"
5730,SHAWS 1497,130 RIVER STREET,WALTHAM,"$708,407.50","$346,547.00","$708,407.50","$724,673.25","$729,997.25"
5731,SHOPPER'S CAFE,725 MOODY ST,WALTHAM,"$793,458.25","$571,693.50","$793,458.25","$738,371.00","$650,187.25"
5732,SPEEDWAY #2486,66-70 PROSPECT ST,WALTHAM,"$400,223.75","$429,425.75","$400,223.75","$396,502.50","$372,491.00"
5733,STAR MKT 2569,1070 LEXINGTON ST,WALTHAM,"$686,879.50","$653,409.25","$686,879.50","$666,519.75","$697,692.25"
5734,SUPER PETROLEUM,156 CRESANT ST,WALTHAM,"$251,075.25","$204,263.25","$251,075.25","$320,762.25","$252,107.25"
5735,THE CHATEAU RESTAURANT,195 SCHOOL ST,WALTHAM,"$1,697,917.00","$954,521.00","$1,697,917.00","$1,827,426.25","$1,891,749.75"
5736,TOTTEN POND SERVICE CENTER,511 TOTTEN POND RD,WALTHAM,"$598,378.50","$498,891.75","$598,378.50","$545,581.00","$506,840.50"
5737,TRUE CONVENIENCE,314 RIVER ST,WALTHAM,"$1,620,346.50","$1,740,628.75","$1,620,346.50","$1,618,573.75","$1,809,679.00"
5738,TUTI SHOP,146 FELTON STREET,WALTHAM,"$440,154.75","$374,612.25","$440,154.75","$438,778.00","$104,040.50"
5739,UNITED CONVENIENCE,389 MOODY ST,WALTHAM,"$333,662.75","$471,279.25","$333,662.75","$304,696.75","$274,266.00"
5740,VERONICA'S,1074 MAIN ST,WALTHAM,"$3,253,737.25","$2,962,262.00","$3,253,737.25","$2,787,639.50","$2,848,143.00"
5741,VIA LATINA,573 MAIN ST,WALTHAM,$626.00,"$56,488.25",$626.00,"$71,656.00","$63,108.75"
5742,VIA LATINA,573 MAIN ST,WALTHAM,$626.00,"$56,488.25","$76,558.25","$71,656.00","$63,108.75"
5743,VIA LATINA,573 MAIN ST,WALTHAM,"$76,558.25","$56,488.25",$626.00,"$71,656.00","$63,108.75"
5744,VIA LATINA,573 MAIN ST,WALTHAM,"$76,558.25","$56,488.25","$76,558.25","$71,656.00","$63,108.75"
5745,VILLAGE MARKET,588 SOUTH ST,WALTHAM,"$1,433,338.50","$1,039,539.50","$1,433,338.50","$1,518,887.75","$1,425,205.25"
5746,WALTHAM AMER LEG 156,215 WAVERLEY OAKS RD,WALTHAM,"$1,790,683.00","$830,957.75","$1,790,683.00","$1,784,544.00","$1,845,726.25"
5747,WALTHAM BPO ELKS-953,101 SCHOOL ST,WALTHAM,"$361,585.50","$216,545.50","$361,585.50","$492,737.50","$481,338.25"
5748,WALTHAM FUEL,1335 MAIN ST,WALTHAM,"$988,149.00","$821,188.50","$988,149.00","$956,616.50","$1,000,897.50"
5749,WALTHAM GULF EXPRESS,821 MAIN ST,WALTHAM,"$1,295,374.75","$1,012,440.25","$1,295,374.75","$1,169,704.50","$937,970.50"
5750,WALTHAM LODGE 1018 OF MOOSE,249 LEXINGTON ST,WALTHAM,"$453,545.00","$937,614.75","$453,545.00","$261,787.00","$130,531.50"
5751,WALTHAM MARKET,715 MOODY ST,WALTHAM,"$505,244.25","$627,869.00","$505,244.25","$417,544.00","$551,611.00"
5752,WATCH CITY PETRO,790 MAIN STREET,WALTHAM,"$564,802.00","$349,047.25","$564,802.00","$486,407.00","$466,482.25"
5753,WAVERLY SHELL #73,225 WAVERLEY OAKS RD,WALTHAM,"$541,602.50","$543,438.75","$541,602.50","$352,426.25","$616,076.00"
5754,BIG Y #21,150 WEST ST,WARE,"$664,626.75","$838,246.00","$664,626.75","$593,151.50","$568,169.75"
5755,BROOKSIDE MART,131 WEST ST,WARE,"$1,366,858.00","$1,814,533.00","$1,366,858.00","$1,451,247.25","$1,453,120.25"
5756,BRUSO LIQUOR MART,144 MAIN ST,WARE,"$517,046.50","$663,345.75","$517,046.50","$450,981.75","$438,411.75"
5757,CUMBERLAND #6749,195 WEST ST,WARE,"$1,328,939.75","$1,391,001.75","$1,328,939.75","$1,300,733.75","$1,190,574.50"
5758,GABES,11 EAST MAIN ST,WARE,"$509,944.75","$29,138.50","$509,944.75","$452,333.00","$436,106.50"
5759,HONEYLAND FARMS,75 EAST STREET,WARE,"$694,759.75","$1,009,129.50","$694,759.75","$675,133.25","$679,634.25"
5760,SPEEDWAY #2487,18 WEST ST,WARE,"$467,964.00","$673,158.00","$467,964.00","$388,204.75","$475,931.50"
5761,WARE PACKAGE STORE,51 MAIN ST,WARE,"$326,190.00","$378,188.50","$326,190.00","$291,844.75","$267,751.50"
5762,7-ELEVEN 37413,3 BARKER RD,WAREHAM,"$1,415,897.50","$1,905,985.00","$1,415,897.50","$1,396,038.50","$1,142,950.00"
5763,BARNACLE BOB'S SEAFOOD,2424 CRANBERRY HIGHWAY,WAREHAM,"$362,491.25","$158,639.00","$362,491.25","$367,885.50","$421,218.00"
5764,BRENNAN'S SMOKE SHOP,208 MAIN ST,WAREHAM,"$202,936.00","$149,059.75","$202,936.00","$190,624.50","$160,689.25"
5765,BROWNE LIQUORS,189 MARION RD,WAREHAM,"$170,522.75","$164,631.75","$170,522.75","$173,956.25","$175,446.25"
5766,CUMBERLAND #2259,163 MAIN ST,WAREHAM,"$997,199.25","$1,121,182.75","$997,199.25","$1,008,497.00","$862,021.25"
5767,SHAWS 2653,127 MARION RD,WAREHAM,"$578,044.75","$530,934.00","$578,044.75","$553,664.50","$514,067.75"
5768,SHENANIGANS BAR & GRILL,2691 CRANBERRY HWY,WAREHAM,"$178,949.00","$306,462.00","$178,949.00","$172,106.75","$165,833.50"
5769,SPEEDWAY #2488,163 MAIN STREET,WAREHAM,"$389,156.25","$595,375.00","$389,156.25","$426,214.50","$369,186.50"
5770,SULLIVAN WINE & SPIRITS,260 MARION RD,WAREHAM,"$974,376.00","$1,286,188.50","$974,376.00","$831,142.75","$659,366.75"
5771,THE GATEWAY TAVERN,371 MARION RD,WAREHAM,"$408,218.00","$406,775.00","$408,218.00","$531,441.50","$397,390.25"
5772,WAREHAM COUNTRY MARKET,195 MARION RD,WAREHAM,"$2,682,634.25","$2,929,604.75","$2,682,634.25","$2,707,958.25","$2,817,415.50"
5773,WAREHAM LIQUORS,419 MAIN STREET,WAREHAM,"$935,935.00","$1,162,090.50","$935,935.00","$882,234.00","$931,754.50"
5774,WINES & MORE,2421 CRANBERRY HWY STE 460,WAREHAM,"$155,815.75","$203,283.75","$155,815.75","$148,421.50","$150,627.00"
5775,ALLTOWN #10024,1300 W MAIN ST/RT 67,WARREN,"$936,868.50","$1,130,506.25","$936,868.50","$840,464.50","$743,754.25"
5776,COUNTRYSIDE PUB,83 MECHANIC ST,WARREN,"$257,574.00","$283,706.00","$257,574.00","$186,652.00","$242,709.00"
5777,GLENDA'S PUB,948 MAIN STREET,WARREN,"$164,085.75","$16,453.00","$164,085.75","$184,211.50","$18,700.00"
5778,ARSENAL WINE & SPIRITS,111 ARSENAL ST       2,WATERTOWN,"$40,122.00","$30,658.50","$40,122.00","$32,692.25","$34,553.75"
5779,BUS STOP VARIETY,121 GALEN ST,WATERTOWN,"$1,060,969.50","$1,304,283.75","$1,060,969.50","$1,143,486.00","$1,052,770.25"
5780,BUS STOP VARIETY,633 MAIN ST,WATERTOWN,"$1,211,268.50","$1,102,927.50","$1,211,268.50","$1,132,710.25","$1,098,628.75"
5781,CONVENIENCE PLUS,99 SCHOOL STREET,WATERTOWN,"$1,214,121.50","$1,296,107.00","$1,214,121.50","$973,324.25","$827,784.25"
5782,COOLIDGE LIQUORS,608 MOUNT AUBURN STREET,WATERTOWN,"$84,221.25","$105,001.25","$84,221.25","$139,246.50","$138,063.75"
5783,CVS  ATTN:  LOTTERY,189 WATERTOWN ST,WATERTOWN,"$188,771.00","$149,118.00","$188,771.00","$180,427.00","$151,954.00"
5784,CVS  ATTN:  LOTTERY,27-43 MAIN ST,WATERTOWN,"$388,314.00","$287,176.00","$388,314.00","$343,843.00","$262,219.00"
5785,DONOHUES,87 BIGELOW ST,WATERTOWN,"$554,575.50","$741,881.50","$554,575.50","$514,465.75","$351,551.00"
5786,DYER LIQUORS,40 MT AUBURN ST,WATERTOWN,"$1,068,256.50","$1,670,713.25","$1,068,256.50","$906,745.25","$887,003.25"
5787,FIT-Z'S,451-453 MAIN STREET,WATERTOWN,"$389,008.50","$249,128.50","$389,008.50","$573,525.50","$569,077.75"
5788,GENERAL MARKET,218 WAVERLEY AVE,WATERTOWN,"$457,651.50","$647,535.50","$457,651.50","$119,840.25","$387,069.75"
5789,GENERAL MARKET,218 WAVERLEY AVE,WATERTOWN,"$457,651.50","$647,535.50","$457,651.50","$300,366.50","$387,069.75"
5790,HALFWAY CAFE,394 MAIN STREET,WATERTOWN,"$348,851.25","$398,923.00","$348,851.25","$365,567.75","$370,048.00"
5791,JOE'S VARIETY,278 ORCHARD ST,WATERTOWN,"$674,894.75","$573,057.50","$674,894.75","$614,003.25","$663,979.75"
5792,METRO MINI MART,405 MAIN ST,WATERTOWN,"$3,145,292.00","$2,572,735.75","$3,145,292.00","$3,163,690.00","$3,226,170.25"
5793,MODA TOBACCO,550 ARSENAL ST,WATERTOWN,"$537,012.25","$373,623.00","$537,012.25","$461,458.25","$463,995.50"
5794,MT AUBURN GRILL,643-649 MT AUBURN ST,WATERTOWN,"$1,856,159.75","$769,279.50","$1,856,159.75","$1,947,940.75","$1,763,008.25"
5795,NICHOLS CONVENIENCE,105 NICHOLS AVENUE,WATERTOWN,"$664,140.25","$108,116.00","$664,140.25","$642,828.50","$591,130.00"
5796,RICCI PACKAGE STORE,331 MAIN ST,WATERTOWN,"$152,492.50","$181,136.00","$152,492.50","$127,674.25","$113,968.75"
5797,SPEEDWAY #2518,22 N BEACON ST,WATERTOWN,"$342,573.25","$402,299.25","$342,573.25","$296,039.25","$331,410.75"
5798,STOP & SHOP #049,700 PLEASANT ST,WATERTOWN,"$1,017,668.75","$794,972.50","$1,017,668.75","$1,048,968.25","$989,219.00"
5799,STOP & SHOP #446,171 WATERTOWN ST,WATERTOWN,"$980,095.75","$914,375.00","$980,095.75","$887,695.00","$761,183.00"
5800,VICTORIA SPA,603 MT AUBURN ST,WATERTOWN,"$3,536,782.25","$3,382,177.50","$3,536,782.25","$3,591,285.00","$3,001,642.75"
5801,WATERTOWN JACKS,80 MAIN ST,WATERTOWN,"$1,191,856.75","$25,347.50","$1,191,856.75","$1,231,150.25","$1,275,289.25"
5802,CHINA ROSE,15 EAST PLAIN ST,WAYLAND,"$586,731.25","$769,922.00","$586,731.25","$590,078.00","$562,298.50"
5803,DONELANS OF WAYLAND,177 COMMONWEALTH AVE,WAYLAND,"$168,173.25","$112,425.50","$168,173.25","$186,120.75","$176,695.75"
5804,DUDLEY CHATEAU,20 CREST RD,WAYLAND,"$262,878.25","$59,335.00","$262,878.25","$222,430.00","$357,461.00"
5805,LAVIN'S PACKAGE STORE,330 OLD CONN PATH,WAYLAND,"$70,318.00","$17,319.75","$70,318.00","$71,234.25","$84,769.75"
5806,POST ROAD LIQUORS,44 BOSTON POST ROAD,WAYLAND,"$58,713.75","$39,057.00","$58,713.75","$78,373.75","$49,054.50"
5807,STOP & SHOP #2700,400 BOSTON POST RD,WAYLAND,"$247,437.50","$133,376.50","$247,437.50","$340,855.00","$329,957.25"
5808,THE VILLA RESTAURANT,124 E PLAIN ST,WAYLAND,"$844,911.25","$223,336.00","$844,911.25","$893,225.50","$847,667.25"
5809,WAYLAND GULF,28 BOSTON POST RD,WAYLAND,"$27,013.00","$487,125.00","$27,013.00","$36,241.75","$464,950.50"
5810,WAYLAND GULF,28 BOSTON POST RD,WAYLAND,"$27,013.00","$487,125.00","$27,013.00","$316,889.75","$464,950.50"
5811,WAYLAND GULF,28 BOSTON POST RD,WAYLAND,"$27,013.00","$487,125.00","$455,438.50","$36,241.75","$464,950.50"
5812,WAYLAND GULF,28 BOSTON POST RD,WAYLAND,"$27,013.00","$487,125.00","$455,438.50","$316,889.75","$464,950.50"
5813,WAYLAND GULF,28 BOSTON POST RD,WAYLAND,"$455,438.50","$487,125.00","$27,013.00","$36,241.75","$464,950.50"
5814,WAYLAND GULF,28 BOSTON POST RD,WAYLAND,"$455,438.50","$487,125.00","$27,013.00","$316,889.75","$464,950.50"
5815,WAYLAND GULF,28 BOSTON POST RD,WAYLAND,"$455,438.50","$487,125.00","$455,438.50","$36,241.75","$464,950.50"
5816,WAYLAND GULF,28 BOSTON POST RD,WAYLAND,"$455,438.50","$487,125.00","$455,438.50","$316,889.75","$464,950.50"
5817,WAYLAND MINI MARKET,334 BOSTON POST RD,WAYLAND,"$504,040.75","$462,667.25","$504,040.75","$497,235.75","$430,436.00"
5818,WAYLAND VARIETY & DELI,70 BOSTON POST ROAD,WAYLAND,"$704,220.50","$777,266.00","$704,220.50","$720,067.50","$627,222.50"
5819,200 SPORTSMEN CLUB,184 SUTTON RD,WEBSTER,"$134,515.50","$108,652.00","$134,515.50","$118,017.25","$10,744.00"
5820,7-ELEVEN 34385-A,95 MAIN ST,WEBSTER,"$735,399.25","$1,045,396.50","$735,399.25","$793,663.00","$818,222.25"
5821,AMERICAN LEGION #184,9 HOUGHTON ST,WEBSTER,"$311,069.50","$328,367.50","$311,069.50","$296,722.75","$337,738.50"
5822,BISTRO EIGHTY ATES,172 GORE ROAD,WEBSTER,"$146,842.00","$161,885.00","$146,842.00","$125,080.00","$106,036.00"
5823,BOOSTERS ATHLETIC CLUB,215 NORTH MAIN ST,WEBSTER,"$228,762.50","$8,066.50","$228,762.50","$246,326.50","$289,422.00"
